symbol	KEGG_ko
g5051	ko:K12817
g8369	ko:K10735
g10199	ko:K02967
g10199	ko:K02967
g4983	ko:K17422
g7118	ko:K03936
g10418	ko:K13431
g10418	ko:K21989
g1973	ko:K11367
g1693	ko:K01199
g5401	ko:K10575
g8340	ko:K06677
g10513	ko:K14430
g1750	ko:K11407
g1750	ko:K11407
g10030	ko:K14557
g1071	ko:K11594
g1071	ko:K11675
g7175	ko:K04563
g7175	ko:K04563
g5159	ko:K06276
g5159	ko:K11650
g5159	ko:K11760
g5159	ko:K11775
g8769	ko:K03062
g259	ko:K17675
g4376	ko:K01046
g4376	ko:K02152
g9871	ko:K09140
g3338	ko:K05546
g4551	ko:K07393
g4551	ko:K14307
g4846	ko:K17425
g4472	ko:K00020
g4472	ko:K00020
g6301	ko:K14797
g7275	ko:K22069
g4025	ko:K03380
g495	ko:K17974
g7868	ko:K06944
g895	ko:K00902
g895	ko:K05542
g9559	ko:K03022
g9559	ko:K03022
g1992	ko:K06694
g7733	ko:K01456
g6247	ko:K03507
g6247	ko:K15255
g6247	ko:K03507
g6247	ko:K15255
g8866	ko:K11251
g10881	ko:K02726
g526	ko:K14522
g1149	ko:K09495
g9699	ko:K01872
g4440	ko:K15449
g9405	ko:K01867
g9405	ko:K02946
g10198	ko:K14858
g5750	ko:K11237
g5750	ko:K11237
g8942	ko:K16938
g9470	ko:K14404
g9654	ko:K04802
g9535	ko:K14773
g5984	ko:K03963
g5001	ko:K00681
g1166	ko:K11292
g6102	ko:K13507
g6090	ko:K19704
g6090	ko:K12191
g6090	ko:K19704
g8108	ko:K00844
g7621	ko:K06655
g7621	ko:K08282
g2412	ko:K05528
g2412	ko:K05534
g2086	ko:K15331
g1559	ko:K12188
g3650	ko:K03108
g10768	ko:K03011
g8574	ko:K00698
g2739	ko:K18749
g307	ko:K22075
g5403	ko:K14809
g7994	ko:K17421
g8466	ko:K06670
g3194	ko:K08900
g6257	ko:K02155
g7790	ko:K01054
g220	ko:K03028
g5853	ko:K20521
g9800	ko:K12828
g9800	ko:K12828
g9750	ko:K12837
g3326	ko:K08874
g5564	ko:K09043
g5564	ko:K09043
g2447	ko:K02959
g7428	ko:K07889
g7428	ko:K17785
g1168	ko:K16575
g7320	ko:K17605
g7320	ko:K17605
g333	ko:K07565
g9064	ko:K03083
g9064	ko:K08282
g9064	ko:K12766
g7458	ko:K07034
g7458	ko:K07034
g7458	ko:K07034
g4420	ko:K01951
g4420	ko:K22314
g9869	ko:K11663
g9869	ko:K11663
g1595	ko:K14554
g1595	ko:K14554
g5306	ko:K16794
g7434	ko:K08486
g8695	ko:K03785
g2047	ko:K12589
g4359	ko:K01868
g8387	ko:K00586
g1659	ko:K15027
g8447	ko:K12351
g6373	ko:K08994
g4469	ko:K14721
g4469	ko:K14721
g3977	ko:K17080
g3977	ko:K17080
g7279	ko:K20473
g7279	ko:K20475
g6297	ko:K14713
g8671	ko:K18660
g8	ko:K03549
g10073	ko:K11756
g601	ko:K03025
g5476	ko:K03351
g8911	ko:K08764
g4839	ko:K00077
g8703	ko:K01613
g9504	ko:K12662
g9818	ko:K20303
g8142	ko:K01536
g9935	ko:K01509
g9935	ko:K20293
g3733	ko:K12876
g3733	ko:K12876
g9529	ko:K01738
g8765	ko:K08286
g8765	ko:K19833
g3138	ko:K09252
g3138	ko:K11768
g2308	ko:K04797
g9167	ko:K11324
g6185	ko:K10838
g1662	ko:K22484
g1662	ko:K22484
g356	ko:K14796
g710	ko:K00030
g710	ko:K00030
g5805	ko:K01509
g3465	ko:K11870
g494	ko:K11664
g7823	ko:K08257
g9317	ko:K18849
g4990	ko:K02992
g7262	ko:K18732
g8430	ko:K15620
g8430	ko:K15620
g917	ko:K14863
g9494	ko:K15216
g8064	ko:K15280
g6722	ko:K18586
g10659	ko:K13281
g1076	ko:K17783
g1076	ko:K17891
g1076	ko:K15263
g7945	ko:K11240
g7945	ko:K19812
g8476	ko:K12833
g8476	ko:K12833
g9934	ko:K15113
g7625	ko:K00988
g4335	ko:K08008
g3437	ko:K01907
g7026	ko:K03037
g10162	ko:K12614
g1522	ko:K21455
g1522	ko:K21455
g1522	ko:K21455
g10035	ko:K20826
g10035	ko:K20826
g10521	ko:K19054
g5356	ko:K15178
g2078	ko:K18584
g10307	ko:K14560
g10307	ko:K14560
g5463	ko:K11361
g7722	ko:K20040
g7722	ko:K20040
g3986	ko:K05972
g271	ko:K14770
g896	ko:K00902
g896	ko:K05542
g10349	ko:K01657
g9856	ko:K18184
g1644	ko:K11338
g8821	ko:K05756
g5574	ko:K14168
g9948	ko:K09499
g1961	ko:K12193
g3302	ko:K03355
g4986	ko:K09291
g8304	ko:K03036
g552	ko:K04345
g552	ko:K04345
g10125	ko:K15267
g179	ko:K02180
g281	ko:K08286
g281	ko:K14864
g8138	ko:K13176
g5744	ko:K17415
g9516	ko:K04354
g10804	ko:K13210
g8338	ko:K02961
g8557	ko:K02605
g2652	ko:K14785
g9186	ko:K00942
g8876	ko:K14951
g8943	ko:K02911
g6750	ko:K14829
g6750	ko:K14829
g3797	ko:K17768
g6084	ko:K01115
g6084	ko:K01115
g6211	ko:K00791
g6211	ko:K00791
g1173	ko:K21232
g2095	ko:K14849
g1140	ko:K14793
g8239	ko:K20293
g3822	ko:K19846
g6083	ko:K15456
g6083	ko:K15456
g7603	ko:K17267
g4975	ko:K03978
g9005	ko:K06683
g3074	ko:K01301
g5172	ko:K00966
g5172	ko:K00966
g9228	ko:K13337
g9646	ko:K03012
g6983	ko:K11585
g4344	ko:K14023
g4344	ko:K14026
g9508	ko:K09496
g3662	ko:K02355
g3662	ko:K02355
g4869	ko:K00627
g4869	ko:K00627
g3288	ko:K01408
g437	ko:K05012
g437	ko:K05012
g10502	ko:K02150
g9148	ko:K21543
g6418	ko:K13110
g7321	ko:K12595
g7321	ko:K14416
g7321	ko:K12595
g7321	ko:K14416
g9618	ko:K01490
g4419	ko:K14642
g3147	ko:K06997
g7522	ko:K00763
g10810	ko:K15082
g6267	ko:K15175
g8100	ko:K18339
g1380	ko:K05605
g6141	ko:K14311
g9210	ko:K01653
g8486	ko:K07827
g319	ko:K03849
g7793	ko:K07973
g8520	ko:K17065
g7379	ko:K03066
g9587	ko:K03251
g9587	ko:K15340
g2623	ko:K18932
g2623	ko:K18932
g2009	ko:K04711
g2009	ko:K05848
g9457	ko:K00993
g1716	ko:K17498
g3435	ko:K00916
g10446	ko:K10754
g7128	ko:K17290
g4566	ko:K00327
g7312	ko:K00637
g4276	ko:K12735
g9450	ko:K02219
g1718	ko:K00939
g3821	ko:K11319
g3821	ko:K11396
g3447	ko:K17822
g9581	ko:K12621
g7462	ko:K20368
g8863	ko:K11215
g9371	ko:K10991
g4663	ko:K13704
g9479	ko:K14015
g9136	ko:K07359
g9136	ko:K21157
g9136	ko:K21158
g3784	ko:K16570
g8756	ko:K14846
g8756	ko:K14846
g5635	ko:K00103
g5635	ko:K00107
g6105	ko:K17260
g6149	ko:K00493
g9823	ko:K20803
g9675	ko:K03145
g2239	ko:K08157
g2065	ko:K20780
g2065	ko:K20780
g7749	ko:K03014
g1997	ko:K10583
g10214	ko:K02307
g9394	ko:K05310
g4194	ko:K17743
g4194	ko:K17743
g5158	ko:K06276
g5158	ko:K06276
g10576	ko:K02902
g9507	ko:K03061
g4394	ko:K06287
g8707	ko:K08066
g6876	ko:K11839
g7210	ko:K11380
g9265	ko:K14774
g3428	ko:K10752
g4627	ko:K12587
g8483	ko:K11254
g9085	ko:K11567
g3782	ko:K02619
g10111	ko:K11359
g423	ko:K03544
g8743	ko:K18693
g9973	ko:K09498
g5052	ko:K14324
g4265	ko:K06693
g4265	ko:K06693
g10126	ko:K06675
g2744	ko:K14795
g2680	ko:K10743
g8465	ko:K07566
g4069	ko:K10878
g9312	ko:K02931
g2062	ko:K15427
g2062	ko:K15498
g1947	ko:K04711
g1947	ko:K05848
g1904	ko:K01336
g9280	ko:K00830
g9280	ko:K00830
g3440	ko:K17263
g4637	ko:K14399
g3477	ko:K12590
g6752	ko:K03035
g5648	ko:K00624
g5648	ko:K00624
g9670	ko:K11842
g9670	ko:K11872
g5787	ko:K07117
g9168	ko:K02218
g7870	ko:K17930
g7870	ko:K17930
g2345	ko:K14531
g5114	ko:K20526
g6747	ko:K07975
g6747	ko:K07975
g2272	ko:K03115
g2954	ko:K09043
g2147	ko:K10747
g1230	ko:K11600
g2861	ko:K14817
g4465	ko:K03661
g86	ko:K10967
g86	ko:K10967
g7865	ko:K14778
g4634	ko:K03538
g4760	ko:K14327
g4760	ko:K14327
g9917	ko:K08576
g9917	ko:K08576
g8551	ko:K03015
g8551	ko:K03015
g9303	ko:K19307
g414	ko:K15183
g1721	ko:K15171
g343	ko:K19801
g343	ko:K19801
g4255	ko:K15069
g4255	ko:K15069
g6005	ko:K07941
g6005	ko:K07941
g9762	ko:K18176
g328	ko:K17781
g2084	ko:K11568
g9084	ko:K14290
g4319	ko:K15628
g4319	ko:K15628
g7678	ko:K05291
g7678	ko:K05291
g4567	ko:K03320
g6901	ko:K03679
g2941	ko:K14309
g9141	ko:K10901
g717	ko:K02738
g9247	ko:K14006
g503	ko:K19828
g6669	ko:K11563
g9110	ko:K17617
g9110	ko:K17617
g1096	ko:K03671
g5831	ko:K08492
g8828	ko:K12831
g6030	ko:K01885
g4123	ko:K19356
g4123	ko:K22032
g433	ko:K08489
g2227	ko:K00226
g9647	ko:K20046
g5280	ko:K02996
g5607	ko:K10734
g5105	ko:K10428
g5002	ko:K02835
g6534	ko:K00223
g8236	ko:K02434
g6040	ko:K13120
g10827	ko:K12412
g7949	ko:K06063
g3567	ko:K13026
g3567	ko:K13026
g2535	ko:K03872
g439	ko:K11835
g1372	ko:K09584
g9770	ko:K08054
g4492	ko:K02950
g9297	ko:K12274
g8310	ko:K11806
g2470	ko:K16738
g8921	ko:K17361
g8921	ko:K17361
g2513	ko:K08286
g975	ko:K00006
g5107	ko:K15320
g6508	ko:K15745
g6508	ko:K15745
g6814	ko:K06867
g6091	ko:K07200
g6668	ko:K11563
g2104	ko:K12860
g7853	ko:K14960
g7839	ko:K03255
g2805	ko:K13118
g8897	ko:K13172
g7394	ko:K02433
g8295	ko:K03515
g8596	ko:K01599
g9872	ko:K12404
g9872	ko:K12404
g7231	ko:K16675
g7231	ko:K20030
g9558	ko:K20182
g3791	ko:K12761
g6934	ko:K10364
g1717	ko:K07478
g1717	ko:K14400
g2212	ko:K00766
g996	ko:K17867
g4388	ko:K10418
g4388	ko:K10418
g3683	ko:K00318
g2979	ko:K07101
g205	ko:K09650
g7170	ko:K20003
g63	ko:K05012
g9235	ko:K01764
g8296	ko:K14826
g5562	ko:K12571
g1959	ko:K17623
g8710	ko:K03783
g4446	ko:K10627
g4446	ko:K10627
g2523	ko:K08501
g9408	ko:K01099
g5438	ko:K01192
g9891	ko:K08794
g672	ko:K14457
g672	ko:K14458
g1760	ko:K07874
g10140	ko:K14408
g8713	ko:K03188
g7973	ko:K03362
g2594	ko:K10563
g8228	ko:K09131
g1437	ko:K08994
g634	ko:K12859
g634	ko:K01855
g3679	ko:K12471
g7427	ko:K21797
g419	ko:K10866
g3907	ko:K21552
g9233	ko:K09518
g1782	ko:K20288
g5803	ko:K00931
g6732	ko:K07152
g6732	ko:K07152
g4097	ko:K20289
g4096	ko:K02863
g5351	ko:K03979
g5351	ko:K10277
g5116	ko:K12663
g4333	ko:K12184
g7960	ko:K10879
g2863	ko:K06778
g2863	ko:K10361
g2863	ko:K11593
g2863	ko:K14026
g711	ko:K19306
g10099	ko:K05607
g1007	ko:K02914
g10358	ko:K02258
g10358	ko:K02258
g8737	ko:K12879
g318	ko:K11365
g8052	ko:K17783
g8052	ko:K18182
g8117	ko:K20360
g8117	ko:K20360
g1193	ko:K01301
g1193	ko:K01301
g2012	ko:K18626
g374	ko:K17765
g2975	ko:K13280
g2975	ko:K13280
g250	ko:K03000
g250	ko:K03000
g4187	ko:K17427
g3603	ko:K08900
g7399	ko:K17900
g5790	ko:K01897
g9070	ko:K20300
g8385	ko:K06201
g9819	ko:K03029
g9354	ko:K13989
g9354	ko:K13989
g5315	ko:K00864
g8082	ko:K12855
g8381	ko:K14007
g8381	ko:K14007
g3820	ko:K11404
g3820	ko:K11483
g3820	ko:K11404
g3820	ko:K11483
g3501	ko:K03217
g9294	ko:K20301
g1121	ko:K01874
g1121	ko:K01874
g3309	ko:K05019
g3309	ko:K05019
g6620	ko:K20643
g6204	ko:K17769
g4018	ko:K06199
g6288	ko:K02151
g6288	ko:K02151
g8140	ko:K20133
g5009	ko:K20352
g9453	ko:K12852
g9453	ko:K12853
g5187	ko:K13333
g5187	ko:K13333
g4304	ko:K03122
g9062	ko:K12882
g949	ko:K08852
g10020	ko:K03648
g5341	ko:K01950
g7995	ko:K07975
g7523	ko:K00326
g8423	ko:K17583
g2333	ko:K00960
g6367	ko:K17794
g3356	ko:K02731
g632	ko:K03858
g632	ko:K03858
g10283	ko:K16073
g2322	ko:K09528
g8644	ko:K11888
g3020	ko:K14777
g1769	ko:K11877
g5834	ko:K20032
g1684	ko:K07877
g1131	ko:K20279
g9112	ko:K07441
g7747	ko:K14288
g10079	ko:K07059
g4130	ko:K12393
g6026	ko:K02926
g4530	ko:K07827
g8617	ko:K11099
g9959	ko:K18715
g5400	ko:K01610
g5400	ko:K01610
g8245	ko:K11979
g8245	ko:K16261
g3330	ko:K10245
g3330	ko:K10246
g3644	ko:K00729
g8777	ko:K03062
g2023	ko:K14303
g8257	ko:K06679
g8257	ko:K18203
g1151	ko:K19619
g4075	ko:K17437
g6239	ko:K02220
g6239	ko:K06659
g2085	ko:K02988
g2195	ko:K10742
g3498	ko:K00943
g3498	ko:K00943
g742	ko:K21989
g742	ko:K21989
g2060	ko:K15084
g10247	ko:K02963
g5175	ko:K10838
g5840	ko:K15304
g10242	ko:K05663
g8313	ko:K12763
g8313	ko:K12763
g10367	ko:K05727
g2079	ko:K03134
g8522	ko:K10415
g69	ko:K15262
g587	ko:K09252
g5543	ko:K00799
g5543	ko:K03448
g9602	ko:K15429
g9602	ko:K15429
g4868	ko:K18442
g10486	ko:K11153
g5739	ko:K01808
g9960	ko:K02739
g7991	ko:K09680
g4545	ko:K18327
g4545	ko:K18327
g1436	ko:K01412
g6613	ko:K03352
g1189	ko:K01469
g1189	ko:K01469
g2061	ko:K14328
g8750	ko:K04706
g8750	ko:K20304
g8750	ko:K04706
g8750	ko:K20304
g1013	ko:K20063
g1241	ko:K17496
g5432	ko:K09550
g2233	ko:K02948
g3329	ko:K11584
g3329	ko:K11584
g5424	ko:K08287
g5424	ko:K08287
g497	ko:K19717
g2033	ko:K02510
g2033	ko:K02510
g3573	ko:K08596
g3573	ko:K08596
g9632	ko:K07151
g9961	ko:K11340
g9961	ko:K11400
g9961	ko:K11652
g9667	ko:K18599
g2202	ko:K11230
g2202	ko:K11230
g8898	ko:K12871
g5386	ko:K02933
g5386	ko:K02933
g327	ko:K01173
g7886	ko:K00988
g10411	ko:K07766
g4487	ko:K03504
g4284	ko:K14306
g9248	ko:K00604
g501	ko:K12492
g501	ko:K12492
g6238	ko:K12622
g6238	ko:K12622
g7099	ko:K12486
g5296	ko:K11306
g5296	ko:K11378
g8081	ko:K11362
g9849	ko:K18725
g9849	ko:K18725
g3499	ko:K15078
g2558	ko:K17887
g8419	ko:K02867
g4978	ko:K02154
g10152	ko:K03130
g7871	ko:K15151
g3921	ko:K21594
g3921	ko:K21594
g139	ko:K00101
g902	ko:K15711
g9319	ko:K17780
g734	ko:K02213
g6059	ko:K01253
g1045	ko:K14555
g623	ko:K04739
g5180	ko:K11763
g1767	ko:K15128
g2669	ko:K11497
g10575	ko:K04794
g10444	ko:K01634
g3960	ko:K11560
g5699	ko:K11484
g534	ko:K15140
g4678	ko:K06648
g4678	ko:K06648
g8415	ko:K05841
g6080	ko:K06639
g3889	ko:K00288
g10186	ko:K00654
g5896	ko:K01522
g5813	ko:K05285
g10437	ko:K14005
g9520	ko:K11137
g3895	ko:K07560
g3895	ko:K07560
g3895	ko:K07560
g10419	ko:K20362
g513	ko:K08870
g5199	ko:K00966
g5802	ko:K18156
g5802	ko:K18156
g3038	ko:K00721
g2289	ko:K00860
g726	ko:K10570
g5195	ko:K05954
g9603	ko:K10392
g6453	ko:K16733
g6453	ko:K19839
g7364	ko:K18468
g181	ko:K03537
g7909	ko:K17560
g9237	ko:K14315
g10170	ko:K14790
g2152	ko:K19852
g6795	ko:K18469
g3140	ko:K00281
g2295	ko:K11121
g7737	ko:K01120
g8216	ko:K01768
g8216	ko:K01768
g1504	ko:K22008
g128	ko:K11558
g3531	ko:K03457
g8488	ko:K01265
g8488	ko:K01265
g5226	ko:K21294
g209	ko:K01338
g3488	ko:K01526
g6201	ko:K10578
g535	ko:K17491
g9501	ko:K08866
g9501	ko:K08866
g2460	ko:K02155
g8077	ko:K20472
g3812	ko:K10401
g3812	ko:K10401
g2551	ko:K11723
g2551	ko:K12862
g9278	ko:K01265
g447	ko:K13566
g8711	ko:K01867
g8711	ko:K02946
g9046	ko:K15562
g8497	ko:K20367
g4507	ko:K03016
g10121	ko:K05906
g3470	ko:K19841
g3470	ko:K19841
g2560	ko:K02148
g4050	ko:K02437
g9261	ko:K11370
g305	ko:K11267
g1669	ko:K00900
g7916	ko:K07300
g9774	ko:K14439
g5742	ko:K18102
g5742	ko:K18334
g10843	ko:K01755
g1822	ko:K06669
g3073	ko:K00059
g3073	ko:K00059
g3073	ko:K12893
g3073	ko:K14651
g7173	ko:K14800
g1510	ko:K08827
g1510	ko:K08827
g8885	ko:K15356
g8774	ko:K10696
g8774	ko:K10696
g3944	ko:K11088
g2653	ko:K12868
g7168	ko:K15165
g7930	ko:K09539
g3539	ko:K09537
g1081	ko:K05757
g1081	ko:K05757
g8227	ko:K01476
g1682	ko:K05863
g5102	ko:K12198
g2073	ko:K18466
g9933	ko:K01893
g9933	ko:K01893
g5675	ko:K08496
g2270	ko:K09699
g9272	ko:K08266
g9272	ko:K08266
g9132	ko:K18045
g9132	ko:K18045
g10052	ko:K01410
g2098	ko:K12877
g358	ko:K15728
g3476	ko:K10689
g10055	ko:K06902
g10055	ko:K06902
g10595	ko:K06123
g7842	ko:K05754
g5268	ko:K01083
g5268	ko:K01083
g6363	ko:K12493
g9737	ko:K09265
g9737	ko:K19807
g3828	ko:K02730
g633	ko:K13113
g1072	ko:K02328
g2949	ko:K01641
g2394	ko:K19951
g5129	ko:K17413
g6350	ko:K15436
g3081	ko:K15196
g6112	ko:K02606
g4843	ko:K17677
g6258	ko:K07023
g999	ko:K06972
g6635	ko:K16219
g4985	ko:K03137
g10730	ko:K01443
g4802	ko:K20048
g5933	ko:K17268
g7574	ko:K05293
g7574	ko:K05293
g3664	ko:K01426
g6990	ko:K01426
g4858	ko:K02927
g4858	ko:K15219
g6386	ko:K14312
g6386	ko:K14312
g4438	ko:K00953
g4364	ko:K11681
g10726	ko:K06128
g10726	ko:K06130
g10726	ko:K06999
g6446	ko:K07025
g6446	ko:K18551
g9797	ko:K20178
g809	ko:K02727
g5766	ko:K09467
g9668	ko:K05758
g1687	ko:K16569
g1687	ko:K16569
g294	ko:K08343
g4259	ko:K12857
g1218	ko:K17648
g7369	ko:K01556
g6759	ko:K02954
g1843	ko:K00274
g10714	ko:K00818
g2440	ko:K01969
g9188	ko:K02906
g2706	ko:K01705
g3508	ko:K21642
g5793	ko:K03458
g4904	ko:K06268
g6874	ko:K11806
g10752	ko:K10848
g1690	ko:K02729
g8318	ko:K09704
g7228	ko:K00505
g7228	ko:K11562
g8389	ko:K06027
g578	ko:K21752
g6403	ko:K02876
g8547	ko:K14650
g2944	ko:K12197
g2944	ko:K16230
g8420	ko:K03031
g8420	ko:K03031
g8420	ko:K03031
g7719	ko:K00671
g2503	ko:K01509
g2503	ko:K02021
g2503	ko:K05657
g4305	ko:K02830
g1443	ko:K00804
g5638	ko:K03241
g4334	ko:K00008
g4334	ko:K05351
g2865	ko:K15442
g2865	ko:K15442
g3270	ko:K08286
g3270	ko:K08838
g3270	ko:K21618
g5357	ko:K06134
g10097	ko:K12196
g2465	ko:K16315
g4624	ko:K17770
g4521	ko:K11654
g3068	ko:K11673
g10070	ko:K09523
g8478	ko:K02737
g10251	ko:K03869
g10251	ko:K03869
g9383	ko:K07208
g6615	ko:K10772
g1950	ko:K17792
g4976	ko:K18191
g2120	ko:K20237
g8424	ko:K03104
g6025	ko:K17439
g6025	ko:K17439
g10147	ko:K06947
g9218	ko:K07095
g9218	ko:K18467
g9252	ko:K10597
g9252	ko:K10597
g2577	ko:K06158
g4765	ko:K00290
g4765	ko:K11874
g7684	ko:K10398
g7684	ko:K10398
g2630	ko:K01052
g6658	ko:K06269
g6951	ko:K03593
g1584	ko:K08267
g5423	ko:K11559
g5011	ko:K10579
g483	ko:K02935
g3836	ko:K12194
g4261	ko:K21390
g4261	ko:K21390
g4261	ko:K21390
g6292	ko:K00480
g6292	ko:K00480
g5842	ko:K00965
g5168	ko:K17807
g2464	ko:K11233
g2199	ko:K00039
g2199	ko:K04708
g2199	ko:K00039
g2199	ko:K04708
g1547	ko:K11667
g1547	ko:K11667
g1591	ko:K11761
g9076	ko:K15176
g4571	ko:K00876
g5145	ko:K00102
g5145	ko:K00102
g1320	ko:K14655
g1320	ko:K15454
g8118	ko:K14411
g918	ko:K11578
g3210	ko:K01900
g877	ko:K17806
g10823	ko:K01509
g10823	ko:K01530
g10823	ko:K01537
g9155	ko:K08711
g9155	ko:K08712
g3137	ko:K01487
g10688	ko:K12389
g1271	ko:K03030
g9751	ko:K03660
g2572	ko:K14004
g2572	ko:K14004
g9358	ko:K01802
g9358	ko:K12737
g2481	ko:K01968
g9976	ko:K12494
g9976	ko:K12494
g8429	ko:K11648
g10410	ko:K00685
g4163	ko:K15731
g4163	ko:K15731
g4796	ko:K18914
g7350	ko:K01607
g9357	ko:K13519
g4539	ko:K10277
g4539	ko:K17970
g574	ko:K00914
g6684	ko:K10846
g5965	ko:K06942
g2512	ko:K14530
g1270	ko:K06067
g4077	ko:K00720
g4077	ko:K00720
g5828	ko:K00997
g5828	ko:K00997
g5450	ko:K03357
g10497	ko:K05755
g5930	ko:K10389
g8440	ko:K14692
g10649	ko:K12389
g10204	ko:K16743
g10204	ko:K16743
g1565	ko:K18670
g1565	ko:K18670
g2595	ko:K01480
g2562	ko:K20179
g4134	ko:K14397
g7103	ko:K02728
g10460	ko:K06665
g10460	ko:K06665
g2019	ko:K15326
g2425	ko:K03350
g2425	ko:K03350
g4911	ko:K17656
g8872	ko:K14016
g3908	ko:K18342
g8150	ko:K11121
g8150	ko:K11412
g6222	ko:K05529
g10054	ko:K15156
g5221	ko:K22123
g9251	ko:K01379
g9251	ko:K01381
g2112	ko:K02864
g4604	ko:K12867
g233	ko:K11553
g7236	ko:K01922
g7236	ko:K11237
g329	ko:K10082
g337	ko:K03678
g9718	ko:K13350
g8882	ko:K11665
g8882	ko:K19307
g8882	ko:K11665
g8882	ko:K19307
g6450	ko:K16578
g8602	ko:K00002
g3332	ko:K16572
g3332	ko:K16572
g10519	ko:K06110
g4628	ko:K05533
g4628	ko:K05533
g4710	ko:K01166
g4710	ko:K01166
g1814	ko:K17795
g2968	ko:K00844
g1638	ko:K11423
g10085	ko:K12600
g9044	ko:K11826
g4776	ko:K03575
g2443	ko:K11246
g1826	ko:K01183
g1826	ko:K01183
g2587	ko:K08495
g6565	ko:K03364
g6565	ko:K03364
g10331	ko:K14972
g2220	ko:K00354
g2220	ko:K13220
g4090	ko:K14825
g3549	ko:K10609
g4043	ko:K15117
g6657	ko:K11805
g4638	ko:K09704
g2606	ko:K15559
g3388	ko:K10777
g1757	ko:K12472
g1757	ko:K12472
g9381	ko:K00761
g7726	ko:K07342
g7238	ko:K06636
g9239	ko:K17402
g2304	ko:K20176
g6320	ko:K09647
g9176	ko:K11551
g1222	ko:K00128
g1222	ko:K07249
g1222	ko:K00128
g1222	ko:K07249
g9130	ko:K20346
g6612	ko:K18159
g5891	ko:K21249
g5891	ko:K21249
g5891	ko:K04709
g4338	ko:K04567
g6444	ko:K09420
g8328	ko:K12666
g8328	ko:K12666
g7698	ko:K14998
g5183	ko:K05916
g3848	ko:K08994
g4980	ko:K19983
g6088	ko:K06030
g2291	ko:K02948
g10135	ko:K00889
g1835	ko:K18719
g1835	ko:K18719
g2782	ko:K06950
g9879	ko:K01304
g9879	ko:K01304
g2005	ko:K17541
g3293	ko:K00030
g3293	ko:K02899
g4381	ko:K05283
g1488	ko:K11662
g1488	ko:K11662
g4295	ko:K19487
g9185	ko:K12601
g9185	ko:K12602
g8802	ko:K09174
g8802	ko:K09175
g2593	ko:K20792
g2593	ko:K20792
g4003	ko:K07573
g4836	ko:K00688
g9477	ko:K12273
g9916	ko:K20465
g6264	ko:K14299
g1141	ko:K12736
g9187	ko:K14298
g7974	ko:K10426
g2268	ko:K20476
g7948	ko:K03135
g9403	ko:K02207
g2276	ko:K00730
g338	ko:K12863
g2177	ko:K12880
g10764	ko:K01889
g4443	ko:K04532
g733	ko:K08736
g6231	ko:K14536
g6557	ko:K11572
g6557	ko:K11572
g5594	ko:K03362
g249	ko:K06672
g4407	ko:K12864
g550	ko:K12849
g9690	ko:K11644
g9690	ko:K11644
g3376	ko:K00428
g4185	ko:K12870
g9275	ko:K00232
g5578	ko:K04630
g5578	ko:K04630
g6701	ko:K20044
g7025	ko:K00565
g1937	ko:K00326
g1965	ko:K12821
g7689	ko:K14526
g10006	ko:K12603
g10006	ko:K12603
g7940	ko:K02951
g10569	ko:K01915
g10811	ko:K11228
g8579	ko:K17434
g8564	ko:K07232
g182	ko:K08515
g4088	ko:K16732
g4088	ko:K16732
g9863	ko:K11866
g9863	ko:K11866
g9092	ko:K08739
g7889	ko:K21451
g7889	ko:K21451
g2545	ko:K21632
g3143	ko:K09659
g9432	ko:K05531
g2950	ko:K18182
g8625	ko:K17919
g7830	ko:K10268
g3725	ko:K20896
g1810	ko:K12670
g1810	ko:K12670
g5348	ko:K10396
g6344	ko:K14213
g265	ko:K14715
g5593	ko:K11236
g3794	ko:K07127
g2338	ko:K01111
g2338	ko:K06116
g2338	ko:K06117
g2660	ko:K00728
g5962	ko:K12394
g2358	ko:K12826
g2358	ko:K12826
g9245	ko:K18173
g9245	ko:K18173
g2045	ko:K01277
g4004	ko:K06682
g7274	ko:K22069
g2108	ko:K15160
g7879	ko:K01890
g8225	ko:K05767
g9111	ko:K03754
g10082	ko:K03039
g6834	ko:K01179
g8329	ko:K16329
g8329	ko:K16330
g8249	ko:K11827
g9660	ko:K13171
g8565	ko:K06126
g5748	ko:K11314
g8341	ko:K14404
g8341	ko:K14404
g997	ko:K01438
g4902	ko:K10877
g4020	ko:K10599
g10443	ko:K03510
g2378	ko:K18723
g4324	ko:K13122
g807	ko:K17438
g6572	ko:K17917
g9616	ko:K17508
g9616	ko:K17508
g8690	ko:K20457
g7528	ko:K01754
g927	ko:K02736
g9430	ko:K03539
g9621	ko:K12767
g6636	ko:K00129
g8611	ko:K18932
g4030	ko:K10956
g6125	ko:K01497
g10346	ko:K00469
g2801	ko:K15444
g3274	ko:K22071
g4625	ko:K19986
g6252	ko:K00863
g985	ko:K02734
g3561	ko:K05351
g5498	ko:K07952
g4615	ko:K14301
g6906	ko:K09359
g3304	ko:K17600
g4007	ko:K17424
g1612	ko:K15283
g4687	ko:K09648
g6014	ko:K14570
g2543	ko:K12869
g8207	ko:K03514
g4971	ko:K09529
g10081	ko:K05289
g3509	ko:K20777
g1713	ko:K14308
g9644	ko:K00598
g806	ko:K02735
g5084	ko:K14403
g5368	ko:K03218
g5368	ko:K15507
g2163	ko:K11098
g4480	ko:K02907
g10712	ko:K01640
g10133	ko:K03125
g9387	ko:K16196
